編號,答案,類近題目
1927,"📖 📌 參考答案 Answer
答案：C

📖 詳細解釋 Detailed Explanation

血管 X 和 Z 的肌肉壁較厚、管腔較小，是臍帶動脈，將血液由胎兒輸送到胎盤。
Vessels X and Z have thicker muscular walls and narrower lumens; they are umbilical arteries that carry blood from the fetus to the placenta.

血管 Y 的血管壁較薄、管腔較大，是臍帶靜脈，將血液由胎盤送回胎兒。
Vessel Y has a thinner wall and wider lumen; it is the umbilical vein, carrying blood from the placenta to the fetus.

選項 A
Option A
臍帶動脈輸送的是缺氧血，而臍帶靜脈輸送含氧血。
The umbilical arteries carry deoxygenated blood, while the umbilical vein carries oxygenated blood.

因此血管 Y 內的血氧量應較血管 X 高。
Therefore, the oxygen content in Y is higher than in X.

（此選項所說「X 含氧量高於 Y」是錯的。）
(This statement claiming “X has more oxygen than Y” is false.)

選項 B
Option B
血管 Z 和 X 都是臍帶動脈，血糖量應相近。
Vessels Z and X are both umbilical arteries, so their glucose levels should be similar.

（所以若說兩者血糖量不同，也是不正確的。）
(Hence, any option claiming a difference in glucose between them is wrong.)

選項 C ✅
Option C – Correct

臍帶靜脈（血管 Y）把營養物質（如胺基酸）由母體輸送至胎兒。
The umbilical vein (vessel Y) transports nutrients (such as amino acids) from the mother to the fetus.

養分經胎兒代謝後，血液再經臍帶動脈（血管 X 與 Z） 送回胎盤。
After metabolism in the fetus, waste-laden blood is sent back to the placenta through the umbilical arteries (X and Z).

因此，血管 Y 中的血含有較多營養與氧氣；血管 X 及 Z 則含有較多廢物。
Thus, vessel Y has higher nutrient and oxygen levels, while vessels X and Z contain more waste products.

選項 D
Option D
臍帶動脈輸送的血液含二氧化碳量最高，因為要把廢氣帶往胎盤排出。
The umbilical arteries carry blood rich in carbon dioxide, to be cleared via the placenta.

因此血管 Z 內二氧化碳含量高於 Y。
Hence, CO₂ in Z is higher than in Y.

（本選項若說反過來，則屬錯誤。）
(This statement is false if it claims the reverse.)

✅ 總結 Summary

血管	  性質	血液流向	    含氧量 含營養量	含二氧化碳量
X、Z	臍帶動脈	胎兒 ➜ 胎盤	低	低	       高
Y	臍帶靜脈	胎盤 ➜ 胎兒	高	高	       低
🧭 考試提醒 Exam Tips
1️⃣ 臍帶共有 2 條動脈 + 1 條靜脈。
The umbilical cord contains two arteries and one vein.

2️⃣ 名稱根據「血流方向」，動脈離胎兒、靜脈回胎兒。
Names are based on blood flow relative to the fetus — arteries leave the fetus, veins return to it.

3️⃣ 臍帶靜脈血為含氧血，這是與成人循環不同的特例。
The umbilical vein carries oxygenated blood, which is opposite to the usual adult pattern.

4️⃣ 常見錯誤：以為「動脈一定含氧」、「靜脈一定缺氧」 — 胎兒循環並非如此。
Common mistake: assuming “arteries always carry oxygenated blood” — this rule does not apply in fetal circulation.

🌟 重點 Key Point

臍帶靜脈（Y）👉 含氧且富營養；
Umbilical vein (Y)",
1928,"📌 參考答案 Answer
答案：B

（即只有 (1) 和 (3) 正確）
(Only statements (1) and (3) are correct.)

📖 詳細解釋 Detailed Explanation

比較四組裝置可研究生長素在莖內的轉運方向與影響因素。
By comparing the four setups, we can study the direction and factors affecting auxin transport in the stem.

放射性標記的生長素可用來追蹤其運輸的位置。
Radioactively labelled auxin is used to trace its movement through the tissue.

(1) 生長素在莖部的轉運不受地心吸力影響。
(1) The transport of auxin in the stem is not affected by gravity.

比較裝置 (1) 與 (4)， 或 (2) 與 (3)， 即使上下顛倒，放射性分布結果相同。
Comparing setups (1) and (4), or (2) and (3), the distribution pattern remains the same even when inverted.

這表示生長素的運輸不受重力影響。
This shows that auxin transport is independent of gravity.

✅ 因此 (1) 正確。
✅ Therefore, (1) is correct.

(2) 生長素在莖部的轉運涉及主動運輸。
(2) Auxin transport in the stem involves active transport.

實驗僅示範生長素從高濃度一端移向無生長素的一端。
The experiment only shows movement of auxin from a region of high to low concentration.

這說明它能沿着濃度梯度以被動方式擴散，但沒有證據顯示需能量參與。
This demonstrates passive movement along the concentration gradient, without proving energy requirement.

⛔ 因此 (2) 錯誤。
⛔ Hence, (2) is incorrect.

(3) 生長素在莖內主要沿 a → b 方向傳送。
(3) Auxin is mainly transported from region a to region b in the stem.

比較 (1) 與 (3)， 或 (2) 與 (4)：
Comparing (1) and (3), or (2) and (4):

若含生長素的瓊脂放在切口 a， 放射性可傳到 b；
When the auxin plate is placed at cut a, radioactivity appears at b;

反之放在 b， 傳送不完全。
But if placed at b, transport to a is limited or absent.

證明生長素正常情況下由上端 (a) 向下端 (b) 移動。
This proves that auxin normally moves downward from the apex (a) to the base (b).

✅ 因此 (3) 正確。
✅ Therefore, (3) is correct.

🧠 考試提醒 Exam Tips

觀察題中瓊脂板位置與放射性分佈方向，即可推論生長素的流向。
Observe the agar block position and radioactive pattern to deduce auxin movement.

生長素的極性運輸由頂端向基部，與重力無關。
Auxin shows polar transport from apex to base, independent of gravity.

此運輸通常是「方向性」且受細胞膜運輸蛋白控制。
This movement is directional, controlled by membrane transport proteins.",
1929,"📌參考答案 | Suggested Answer
✅ 正確答案：A

📌詳細解釋 | Detailed Explanation

題目要求找出山坡斜度是否影響植物物種的分布。
The question asks how to investigate whether the slope of a hillside affects the distribution of plant species.

研究物種於環境梯度（例如由山腳到山頂）上的分布變化，應採用樣線取樣法（transect）。
To study how species distribution changes along an environmental gradient (e.g. from the foot to the top of a hill), a transect method is used.

樣線是一條沿著某方向（在此為山坡方向）放置的線。
A transect is a line placed along a specific direction (in this case, up the slope).

研究者沿線記錄或取樣線上接觸到的植物物種，便可觀察物種隨斜度變化而出現的分布趨勢。
Researchers record or sample the plant species touching the line to observe how species distribution changes with slope.

因此，選項 A 「沿著山坡攤放一條樣線，並記錄觸到樣線的植物物種」最合適。
Therefore, option A — “laying a transect line along the slope and recording the species touching the line” — is most appropriate.

選項 B 為環繞山坡放樣線，未反映斜度變化，故不適合。
Option B suggests placing a transect around the slope, which does not represent a gradient in slope steepness, so it is inappropriate.

選項 C 及 D 使用樣方（quadrats），是估算生物多寡或密度的方法，而非研究沿梯度的分布變化。
Options C and D use quadrats, a method for estimating abundance or density, not for studying distribution along a gradient.

總結而言：樣線取樣法（A）能準確顯示植物物種隨山坡斜度改變的分布模式。
In summary, the transect method (A) effectively shows how plant species distribution changes with hill slope gradient.

📌考試提醒 | Exam Tips

✅ 若題目提及環境梯度（如光照、濕度、高度、坡度），應選用樣線取樣法（transect）。
If the question mentions an environmental gradient (such as light intensity, humidity, altitude, or slope), choose the transect method.

✅ 若題目提及估算數量、密度或覆蓋率，則使用**樣方（quadrat）**取樣法。
If the question asks to estimate number, density, or coverage, use the quadrat method.

✅ 樣線通常搭配非生物因素的測量，例如坡度、溫度、光照，以分析分布的原因。
A transect is usually accompanied by measuring abiotic factors (e.g. slope, temperature, light) to explain the observed distribution.

✅ 要牢記：樣線 → 研究分布變化；樣方 → 研究數量多少。
Remember: Transect → distribution pattern, Quadrat → population size.

📘精簡總結 | Quick Summary

目標：研究植物分布與坡度關係。
Goal: To study the relationship between plant distribution and slope.
方法：沿山坡放樣線記錄植物物種（選 A）。
Method: Place a transect along the slope and record species (Option A).
常見錯誤：使用樣方或繞山一圈 → 無法顯示斜度差異。
Common error: Using quadrats or circling around the slope → slope gradient not represented.",
1930,"📌參考答案 | Suggested Answer
✅ 正確答案：C 幼苗葉子的總表面面積

📌詳細解釋 | Detailed Explanation

題目要求找出可在一段時間內持續記錄幼苗生長的最合適參數。
The question asks for the most suitable parameter to record the growth of a seedling continuously over a period of time.

1️⃣ 為什麼乾質量不合適 | Why Dry Mass is Unsuitable
測量乾質量需要將幼苗烘乾至恒重 ，會直接殺死幼苗。
Measuring dry mass requires drying the seedling to constant weight, which kills it.
因此不能對同一株幼苗進行重複測量。
Therefore, it cannot be measured repeatedly on the same plant.
這種方法僅適用於比較不同組別幼苗的最終生長量，並非連續監察。
This method is suitable only for comparing final growth between groups, not for continuous monitoring.

2️⃣ 為什麼鮮質量不可靠 | Why Fresh Mass is Inaccurate
測量鮮質量時，若把幼苗從泥土取出，會損傷根部，影響其後的生長。
When measuring fresh mass, removing the seedling from soil damages the roots and affects future growth.
若連同泥土及容器一起稱重，又會因水分蒸發或吸收而導致重量變化。
If weighed together with soil and container, water gain or loss alters the total mass.
因此，即使可重複測量，結果也不準確。
Hence, even though it can be repeated, the results are unreliable.

3️⃣ 為什麼葉面積最理想 | Why Leaf Area is Most Suitable
幼苗葉子的總表面面積是最能反映其生長良好的指標。
The total leaf surface area best reflects the healthy growth of a seedling.
雖然它不能顯示萌芽前的變化，但幼苗在長出葉片後，葉面會隨時間增加並不易脫落。
Although it does not indicate pre‑germination changes, leaf surfaces expand steadily after leaf emergence and rarely drop off.
此外，測量葉面積不會對植物造成損害，可連續觀察與記錄。
Furthermore, measuring leaf area is non‑destructive, allowing continuous and consistent observation.

4️⃣ 為什麼出現第一片葉所需的時間不合適 | Why Time for First Leaf is Unreliable
出現第一片葉子所需的時間只代表萌芽階段的初步發展。
The time needed for the appearance of the first leaf only indicates an early stage of development.
它無法反映植物在萌芽後的進一步生長速率或健康狀況。
It does not reflect subsequent growth rate or overall health of the seedling.
因此，此參數不能作為持續生長的量化指標。
Therefore, this parameter cannot serve as a continuous measurement of growth.

📌考試提醒 | Exam Tips

✅ 若題目提及「一段時間內記錄生長」，應選擇不破壞植株且可連續測量的參數。
If the question says “record growth over a period of time”, choose a non‑destructive, repeatable parameter.

✅ 若題目提及「比較不同組別」或「獲取最終生長結果」，可使用乾質量。
If it mentions “comparing groups” or “final growth result”, dry mass may be used.

✅ 鮮質量常受水分波動影響，不宜作精確生長比較。
Fresh mass is easily affected by water variation and is not reliable for precise comparison.

✅ 葉面面積反映光合作用潛能，是生長研究中常用的間接指標。
Leaf area reflects photosynthetic capacity and is a common non‑destructive growth indicator.",
1931,"📌參考答案 | Suggested Answer
✅ 正確答案：C
✅ Males and females have similar lengths of adolescent growth periods.

📌詳細解釋 | Detailed Explanation
題目提供一張顯示人類不同年齡身高增長速率的圖表。
The question provides a graph showing human height growth rate at different ages.

橫軸代表年齡，縱軸代表年身高增長率。
The x‑axis represents age, while the y‑axis shows the annual height growth rate.

從圖中可見，出生後增長速率極高，隨後急降，進入幼兒期後速率保持在低水平。
From the graph, the growth rate is highest after birth, then sharply drops and remains low during childhood.

到了青春期，男女生的身高增長速率再次上升。
During adolescence, both boys and girls exhibit another rise in the growth rate.

根據圖表，女性在約 8 歲時開始再次上升，在 18 歲左右回落至 0。
According to the graph, females’ growth rate starts to increase around age 8 and falls back to 0 at about 18 years old.

男性則在 10 歲左右開始上升，在 20 歲時回落至 0。
For males, the rate begins to rise around 10 and drops to 0 at 20.

因此，男女的青春期生長期均約 10 年。
Thus, both males and females have an adolescent growth period of about 10 years.

由此可推論，選項 C 是正確的。
Hence, option C is correct.

❌ 分析錯誤選項 | Explanation of Incorrect Options
A – 由 0 到 4 歲時，腦部迅速生長。
A – From age 0 to 4, the brain grows rapidly.
圖中顯示的只是「身高增長」並非腦部生長，因此無法得出此結論。
The graph shows height growth rate, not brain growth, so this cannot be inferred.

B – 20 歲後，男性生長率沒有改變。
B – After 20 years old, the male growth rate does not change.
圖表只顯示至 20 歲的資料，無後續資料支持此說法。
The graph only provides data up to 20 years old; nothing beyond that is shown.

D – 女性生殖器官在 10 歲時開始生長。
D – Female reproductive organs start to develop at 10 years old.
此圖並未表示任何特定器官的生長，只顯示身高變化。
The graph shows overall height growth, not the growth of specific organs.

📌考試提醒 | Exam Tips
✅ 若圖題標示「身高增長速率」，請集中理解為整體身體長度的變化，不可推論特定器官的發育。
If a graph shows “height growth rate”, focus on overall body length, not specific organ growth.

✅ 青春期快速生長代表荷爾蒙作用導致身體高度迅速上升，之後趨於平穩。
A growth spurt during puberty indicates hormonal influence causing rapid height increase followed by stabilization.

✅ 辨識圖中峰值與下降點能幫助確定青春期開始與結束年齡。
Identifying the peak and decline points helps determine the start and end of puberty.

✅ 20 歲左右生長速率接近 0，表示骨骼及身高皆基本定型。
When the rate approaches 0 around 20 years of age, it means skeletal growth and height have stabilized.",
1932,"📌參考答案 | Suggested Answer
✅ 正確答案：D
✅  Photosynthetic products cannot be transported to the roots for respiration.

📌詳細解釋 | Detailed Explanation

題目顯示樹幹基部被環狀切去一圈樹皮。
The question shows a tree trunk whose bark has been completely removed in a ring near its base.

這種操作稱為「環狀剝皮（ring barking 或 girdling）」。
This process is called ring barking or girdling.

1️⃣ 發生了什麼 | What Happened
切口破壞了樹皮及其下的韌皮部組織。
The cut damages the bark together with the phloem tissue beneath it.
木質部仍保留在較內層，因此導水作用不受影響。
The xylem, located deeper inside, remains intact, so water conduction is not affected.

2️⃣ 對樹木的影響 | Effect on the Tree
水分與礦物質仍能透過木質部由根部運往葉片。
Water and minerals can still travel upward from the roots to the leaves through the xylem.
因此，蒸騰作用及光合作用都能照常進行。
Therefore, transpiration and photosynthesis can still continue.

然而，韌皮部已被切斷，葉片製造的有機養分（如蔗糖）無法向下運送至根部與果實。
However, the phloem is cut, preventing organic nutrients (e.g. sugars) produced in the leaves from being transported downward to the roots and fruits.

根部得不到足夠的養分進行呼吸作用，最終會因缺乏能量而死亡。
The roots cannot perform respiration due to lack of energy supply and will eventually die.
當根部死亡後，樹木也會失去吸收水分與礦物質的能力，整棵樹隨之枯死。
Once the roots die, water and mineral uptake cease, leading to the tree’s ultimate death.

因此，正確選項是 D ：光合作用產物不能運送到根部進行呼吸作用。
Hence, the correct option is D: The photosynthetic products cannot be transported to the roots for respiration.

3️⃣ 為什麼其他選項錯誤 | Why Other Options Are Incorrect
A 與 B – 水分不能輸送到葉片
A and B – Water cannot be transported to the leaves
水分與礦物質的運輸依賴木質部，而非韌皮部；木質部未受損，輸水功能正常。
Water transport depends on the xylem, which remains intact, so these statements are wrong.

C – 礦物質不能上運作蛋白質合成
C – Minerals cannot move up for protein synthesis
礦物質的上運同樣通過木質部，因此不受環狀切皮影響。
Mineral transportation also occurs through the xylem and is unaffected by the bark removal.

📌考試提醒 | Exam Tips

✅ 記住：
木質部 (xylem) → 運輸水與礦物質，由根 → 葉。
Xylem → transports water and minerals upwards from roots to leaves.

韌皮部 (phloem) → 運輸有機物（糖類、氨基酸等），由葉 → 非光合作用部位。
Phloem → transports organic substances (e.g. sucrose, amino acids) from leaves to non‑photosynthetic parts.

✅ 若圖中有「環狀切皮」或「樹皮被割去」，立即聯想到韌皮部傳輸被切斷。
If you see “ring barking” or “bark removed”, immediately think “phloem transport severed”.

✅ 考試時關鍵提示字：
「有機養分無法輸送 → 根部死亡 → 樹木枯死」。
Exam clue phrase: “No organic nutrient transport → roots die → tree dies.”
",
1933,"📌參考答案 | Suggested Answer
✅ 正確答案：B
Q and R are nitrifying bacteria.

📌詳細解釋 | Detailed Explanation

題目展示氮循環的幾個步驟與涉及的細菌種類。
The question shows several steps in the nitrogen cycle and the types of bacteria involved.

根據圖中信息：
According to the diagram:

細菌 P 位於豆科植物根瘤內。
Bacterium P is located inside the root nodules of a leguminous plant.
細菌 S 分解有機物；
Bacterium S decomposes organic matter.
細菌 Q 和 R 將銨化合物轉變成含氧氮化合物；
Bacteria Q and R convert ammonium compounds into oxygen‑containing nitrogen compounds.
細菌 T 將硝酸鹽轉化為氮氣。
Bacterium T converts nitrates into nitrogen gas.
1️⃣ 細菌 P — 固氮細菌 | Bacterium P – Nitrogen‑Fixing Bacterium
細菌 P 寄生於豆科植物的根瘤內，如 Rhizobium 屬。
Bacterium P lives symbiotically inside the legume root nodules (e.g. Rhizobium species).
它能把大氣中的氮氣固定成硝酸鹽或銨離子，供植物吸收利用。
It converts atmospheric nitrogen (N₂) into nitrates or ammonium ions usable by the plant.
此作用對植物生長有利，因此 P 屬於固氮細菌，而非寄生細菌。
This benefits the plant, so P is a nitrogen‑fixing bacterium, not a parasitic one.

2️⃣ 細菌 S — 分解細菌 | Bacterium S – Decomposer Bacterium
細菌 S 將動植物屍體與廢物分解，釋放含氮有機物並轉化為銨化合物。
Bacterium S decomposes dead organisms and waste, releasing nitrogen compounds and converting them into ammonium compounds.
因此 S 為分解細菌（腐敗細菌），而非反硝化細菌。
Thus, S is a decomposer (putrefying bacterium), not a denitrifying bacterium.

3️⃣ 細菌 Q 與 R — 硝化細菌 | Bacteria Q and R – Nitrifying Bacteria
Q 和 R 負責將銨化合物（NH₄⁺）氧化為亞硝酸鹽與硝酸鹽。
Q and R oxidize ammonium compounds (NH₄⁺) into nitrites and nitrates.
此過程稱為「硝化作用（nitrification）」，因此 Q 和 R 均為硝化細菌。
This process is called nitrification, hence Q and R are nitrifying bacteria.

4️⃣ 細菌 T — 反硝化細菌 | Bacterium T – Denitrifying Bacterium
細菌 T 將土壤中的硝酸鹽還原為氣態氮（N₂），釋放回大氣。
Bacterium T reduces soil nitrates back to gaseous nitrogen (N₂), returning it to the atmosphere.
因此 T 屬於反硝化細菌。
Therefore, T is a denitrifying bacterium.

✳️ 結論 | Conclusion
根據以上分析，細菌 Q 與 R 是硝化細菌，能將銨化合物轉化為亞硝酸鹽與硝酸鹽。
Based on the above, bacteria Q and R are nitrifying bacteria, converting ammonium compounds into nitrites and nitrates.
所以正確答案是選項 B。
Therefore, the correct choice is B.

📌考試提醒 | Exam Tips
✅ 熟記氮循環主要步驟：
Memorize the key steps of the nitrogen cycle:

步驟	過程名稱	                                 主要細菌	                             功能
1	固氮作用 Nitrogen fixation	固氮細菌 e.g. Rhizobium	將 N₂ → NH₄⁺ / NO₃⁻
2	分解作用 Ammonification	分解細菌	                       有機氮 → NH₄⁺
3	硝化作用 Nitrification	硝化細菌 (Q 與 R)	             NH₄⁺ → NO₂⁻ → NO₃⁻
4	反硝化作用 Denitrification	反硝化細菌 (T)	              NO₃⁻ → N₂

✅ 牢記傳輸方向：氮氣經由固氮進入生物體，再透過反硝化回大氣。
Remember the flow: nitrogen enters biotic forms by fixation and returns to the atmosphere through denitrification.

✅ 圖中若出現「根瘤」＝固氮；「屍體分解」＝分解；「NO₂⁻→NO₃⁻」＝硝化；「NO₃⁻→N₂」＝反硝化。
If the diagram shows “root nodule → fixing”, “decomposition → ammonia”, “NO₂⁻→NO₃⁻ → nitrification”, or “NO₃⁻→N₂ → denitrification,” match accordingly.
",
1934,"📌參考答案 
✅ C


📌詳細解釋

真菌是生態系中的分解者，分解生物屍體或有機廢物。
Fungi are decomposers in the ecosystem, breaking down dead organisms and organic waste.

它們將有機物分解成可重用的無機營養，如氨、硝酸鹽等，回歸環境。
They convert organic matter into reusable inorganic nutrients, such as ammonia and nitrates, returning them to the environment.

在圖中的細菌中，只有細菌 S以有機物為食，負責分解牛糞等廢物。
Among the bacteria shown, only bacterium S feeds on organic matter, decomposing waste such as cow dung.

因此，細菌 S 的作用與真菌相似，都是分解者 (decomposer)。
Therefore, bacterium S plays a role similar to fungi — both are decomposers.

📌考試提醒

要清楚區分在氮循環中的各類細菌功能。
Be sure to distinguish the roles of different bacteria in the nitrogen cycle.

細菌類型	功能	英文對照
P	固氮菌（豆科根瘤菌）	Nitrogen-fixing bacteria (in root nodules)
Q、R	硝化菌，將NH₄⁺變為NO₂⁻、NO₃⁻	Nitrifying bacteria – convert NH₄⁺ to NO₂⁻/NO₃⁻
S	腐生細菌，分解有機廢物	Saprophytic bacteria – decompose organic waste
T	反硝化菌，將NO₃⁻變為N₂ 氣體	Denitrifying bacteria – convert NO₃⁻ to N₂ gas
⚠️ 真菌和細菌 S 皆為分解者，但在作用上與固氮或硝化菌不同。
⚠️ Both fungi and bacterium S are decomposers, unlike nitrogen-fixing or nitrifying bacteria.",
1935,"📌參考答案 
✅ 參考答案：A

📌詳細解釋

第二型糖尿病患者的身體細胞對胰島素反應不足。
Type II diabetic patients have body cells that are insulin resistant.

因此，當血糖和胰島素水平升高時，他們的肝細胞與肌肉細胞無法將葡萄糖轉化為糖原儲存。
Therefore, when blood glucose and insulin levels are high, their liver and muscle cells fail to convert glucose into glycogen for storage.

結果是糖原儲備量較少。
As a result, they have a limited glycogen store.

在長時間運動的過程中，健康的人會利用糖原分解成葡萄糖以供能量。
During prolonged exercise, healthy individuals use stored glycogen to supply glucose for energy.

但二型糖尿病患者由於缺乏足夠的糖原，當血糖下降後無法進行補充，因此容易出現低血糖與暈眩。
However, since type II diabetics lack sufficient glycogen reserves, they cannot replenish glucose when blood sugar drops, leading to hypoglycemia and dizziness.

📌考試提醒

✅ 胰島素（insulin）促進葡萄糖進入細胞並合成糖原。
Insulin facilitates glucose uptake by cells and stimulates glycogen synthesis.

⚠️ 二型糖尿病患者的特徵是胰島素抗性，不是胰島素缺乏。
Type II diabetes is characterized by insulin resistance, not deficiency of insulin.

⚠️ 長時間運動後血糖降低並非因升糖素不足，而是因糖原儲備不足。
The drop in blood sugar after long exercise is due to insufficient glycogen stores, not lack of glucagon.

總結 / Summary
二型糖尿病患者運動後因糖原儲備不足，無法維持血糖水平，因此可能出現暈眩。
Type II diabetics may feel dizzy after prolonged exercise because insufficient glycogen stores cannot maintain blood glucose level.

✅ 答案 / Answer: A — 糖原儲備不足導致血糖過低
✅ A — Lack of glycogen reserves causes blood glucose to fall too low",
1936,"📌參考答案
C

📌詳細解釋

抗體是由特化的 B 細胞（稱為漿細胞）分泌出來的。
Antibodies are secreted by specialized B cells, known as plasma cells.

漿細胞在受抗原刺激後，會由 B 淋巴球分化而成，並大量製造和釋放抗體到血液中。
After stimulation by antigens, B lymphocytes differentiate into plasma cells, which produce and release antibodies into the bloodstream.

記憶 B 細胞只是用來在第二次入侵時更快啟動免疫反應，並不直接產生抗體。
Memory B cells exist to accelerate the immune response on re‑infection, but they do not directly produce antibodies.

特化 T 細胞則包括輔助性 T 細胞（活化 B 細胞）及殺手 T 細胞（殺死受感染細胞），也不會分泌抗體。
Specialized T cells include helper T cells (which activate B cells) and cytotoxic T cells (which kill infected cells), but they do not secrete antibodies.

📌考試提醒

✅ 抗體 = 漿細胞（特化 B 細胞）製造。
Antibodies = produced by plasma cells (specialized B cells).

⚠️ 記憶 B / T 細胞只負責記錄抗原，不直接作戰。
Memory B and T cells store antigen information but do not directly fight.

⚠️ 殺手 T 與輔助 T 細胞屬於細胞性免疫，而抗體屬於體液性免疫。
Cytotoxic and helper T cells are part of cell‑mediated immunity, while antibodies function in humoral immunity.
",
