編號,答案,類近題目
1825,"📌 參考答案 (Suggested Answer)
答案：D。

📌 詳細解釋 (Detailed Explanation)

圖表顯示，膳食纖維含量愈高，食物在大腸的平均滯留時間愈短。
The graph shows that the higher the dietary fiber content, the shorter the average retention time of food in the large intestine.

當滯留時間縮短，大腸吸收水分的時間減少，因此糞便更柔軟。
When the retention time is reduced, the colon has less time to absorb water, resulting in softer stools.

相反地，若膳食纖維含量偏低，滯留時間延長，大腸吸收水分的量增加，糞便會變硬。
On the other hand, if the dietary fiber content is low, retention time increases, the large intestine absorbs more water, and stools become harder.

因此，正確的推論是：具較少纖維的膳食令糞便較硬 → 答案 D。
Therefore, the correct deduction is: diets with less fiber produce harder stools → Answer D.

📌 考試提醒 (Exam Tips)

膳食纖維不能被消化吸收，但會影響食物在腸道中的滯留時間。
Dietary fiber cannot be digested or absorbed, but it affects the retention time of food in the intestine.

滯留時間短 → 少吸水 → 糞便軟；滯留時間長 → 多吸水 → 糞便硬。
Short retention time → less water absorption → soft stool; long retention time → more water absorption → hard stool.

小心不要誤以為「纖維會直接軟化糞便」，事實上它是透過縮短滯留時間來間接影響。
Be careful not to think ""fiber directly softens stools""; actually, it works indirectly by shortening retention time.",
1826,"📌 參考答案 (Suggested Answer)
答案：A。

📌 詳細解釋 (Detailed Explanation)

當劇烈運動時，肌肉對能量的需求超過氧氣的供應。
During intense exercise, the muscles’ demand for energy exceeds the supply of oxygen.

在缺氧的情況下，葡萄糖經無氧呼吸分解，產生乳酸和少量能量。
Under these anaerobic conditions, glucose is broken down through anaerobic respiration, producing lactic acid and a small amount of energy.

整個反應過程可簡單表示為：葡萄糖 → 乳酸。
The overall process can be summarized as: glucose → lactic acid.

因此，血液中的乳酸濃度上升，導致肌肉疲勞與痠痛感。
Therefore, lactic acid accumulates in the blood, leading to muscle fatigue and soreness.

📌 考試提醒 (Exam Tips)

要分清楚有氧呼吸與無氧呼吸的差別：
Be clear about the difference between aerobic and anaerobic respiration:

有氧呼吸：葡萄糖 + 氧氣 → 二氧化碳 + 水 + 大量能量。

Aerobic respiration: glucose + oxygen → carbon dioxide + water + large amount of energy.

無氧呼吸（人體肌肉）：葡萄糖 → 乳酸 + 少量能量。

Anaerobic respiration (in human muscles): glucose → lactic acid + small amount of energy.

乳酸濃度上升是無氧呼吸的典型標誌，題目考核的就是這一點。
An increase in lactic acid concentration is a hallmark of anaerobic respiration, which is the key focus of the question.",
1827,"📌 參考答案 (Suggested Answer)
答案：B。

📌 詳細解釋 (Detailed Explanation)

「鎖鑰模型」強調酶的專一性作用。
The “lock-and-key model” emphasizes the specificity of enzyme action.

在這模型中，酶的活性部位像「鎖」，而底物則像「鑰匙」。
In this model, the enzyme’s active site is like a “lock,” while the substrate is like a “key.”

只有適合的底物才能與酶的活性部位嚴密結合，形成酶-底物複合物。
Only the correct substrate can fit into the enzyme’s active site to form an enzyme-substrate complex.

這解釋了為何酶的作用具有專一性。
This explains why enzymes act in a highly specific manner.

因此，正確答案是「作用是專一的」（B）。
Therefore, the correct answer is “its action is specific” (B).

📌 考試提醒 (Exam Tips)

不要將「鎖鑰模型」與「誘導契合模型」混淆。
Do not confuse the “lock-and-key model” with the “induced fit model.”

鎖鑰模型：活性部位原本就與底物形狀完全相符。

Lock-and-key model: the active site already perfectly matches the substrate’s shape.

誘導契合模型：活性部位在底物進入後會略為改變形狀以更好結合。

Induced fit model: the active site slightly changes shape after the substrate enters to achieve a better fit.

考試常設陷阱在於「A 是生物催化劑及 C 是蛋白質」雖然正確，但並非「鎖鑰模型」的重點。
A common exam trap is that “A: enzymes are biological catalysts” and “C: enzymes are proteins” are true statements, but they are not the main point of the lock-and-key model.
",
1828,"📌 參考答案 (Suggested Answer)
答案：A。

📌 詳細解釋 (Detailed Explanation)

華生與克拉克提出的 DNA 雙螺旋模型，解釋了如何儲存遺傳訊息。
The Watson and Crick DNA double helix model explained how genetic information is stored.

DNA 分子由四種含氮鹼基（腺嘌呤 A、胸腺嘧啶 T、鳥糞嘌呤 G、胞嘧啶 C）組成。
The DNA molecule consists of four nitrogenous bases: adenine (A), thymine (T), guanine (G), and cytosine (C).

這些鹼基能夠互相以互補配對的方式排列，像密碼一樣記錄訊息。
These bases pair complementarily to form sequences that record information like a code.

因此，DNA 雙螺旋的結構顯示了生物如何貯存遺傳密碼。
Therefore, the DNA double helix structure shows how organisms store their genetic code.

📌 考試提醒 (Exam Tips)

題目側重於「DNA 模型解釋了什麼」，要抓住核心：遺傳訊息的 存儲方式。
The question focuses on “what the DNA model explained,” so remember the key point: how genetic information is stored.

不要誤選 B 或 D，因為「共同祖先」與「遺傳傳遞」並非 DNA 雙螺旋模型的主要突破。
Do not choose B or D, because “common ancestry” and “genetic transmission” are not the main breakthroughs of the double helix model.

C（蛋白質合成的指令表達）屬於分子生物學的後期研究，不是沃森和克里克的重點。
C (how DNA directs protein synthesis) belongs to later molecular biology studies, not the focus of Watson and Crick’s discovery.
",
1829,"📌 參考答案 (Suggested Answer)
答案：D。

📌 詳細解釋 (Detailed Explanation)

生物量是指生物體內有機物質的質量。
Biomass refers to the mass of organic matter in organisms.

植物的有機物主要來自光合作用的產物。
The organic matter in plants mainly comes from the products of photosynthesis.

在光合作用中，二氧化碳是主要的原料，被轉化為葡萄糖等有機物。
In photosynthesis, carbon dioxide is the main raw material, converted into organic compounds such as glucose.

隨後，這些有機化合物可進一步合成澱粉、纖維素等，構成植物體。
These organic compounds are further synthesized into starch, cellulose, etc., forming plant biomass.

因此，二氧化碳對植物生物量的增加貢獻最大。
Therefore, carbon dioxide contributes the most to the increase in plant biomass.

📌 考試提醒 (Exam Tips)

水雖然是光合作用的反應物，但主要供應氫原子和電子，不是生物量的主要來源。
Water is a reactant in photosynthesis, but it mainly provides hydrogen atoms and electrons, not the main source of biomass.

氧氣是光合作用的副產物，並不增加植物的生物量。
Oxygen is a by-product of photosynthesis and does not contribute to plant biomass.

礦物質雖然重要，但它們的質量只佔植物生物量的一小部分。
Minerals are important, but their mass makes up only a small fraction of plant biomass.

最主要的來源是二氧化碳，因為它提供碳骨架來合成有機物。
The primary source is carbon dioxide, as it provides the carbon skeleton to build organic matter.",
1830,"📌 參考答案 (Suggested Answer)
答案：B。

📌 詳細解釋 (Detailed Explanation)

化學品 X 的質量隨時間增加，是因為它吸收了從葉片逸出的水蒸氣。
The mass of chemical X increased over time because it absorbed the water vapor released from the leaves.

在密封的鐘形罩內，唯一的水分來源是植物的蒸騰作用。
In the airtight bell jar, the only source of water vapor is transpiration from the plant.

蒸騰作用使葉片通過氣孔釋放水汽，造成水分流失。
Transpiration releases water vapor through the stomata of the leaves, leading to water loss.

因此，X 的質量增加主要由蒸騰作用所流失的水分引致。
Therefore, the increase in the mass of X was mainly due to the water lost through transpiration.

📌 考試提醒 (Exam Tips)

要分清楚蒸騰作用、呼吸作用與光合作用對水分變化的影響。
Be careful to distinguish between transpiration, respiration, and photosynthesis in terms of water changes.

光合作用消耗的是 二氧化碳和水，但相對消耗量不足以解釋大量水分損失。

Photosynthesis consumes CO₂ and water, but the amount of water used is too small to explain major water loss.

呼吸作用產生的水量微小，不會令化學品質量明顯上升。

Respiration produces only a small amount of water, insufficient to cause a noticeable mass increase of X.

所以，一看到「水蒸氣增加」通常要聯想到 蒸騰作用。
Thus, when you see “increase in water vapor,” you should usually associate it with transpiration.",
1831,"📌 參考答案 (Suggested Answer)
答案：B。

📌 詳細解釋 (Detailed Explanation)

實驗中只測量了鐘形罩內化學品 X 的質量變化，用以估算植物釋放的水蒸氣量。
The experiment only measured the mass change of chemical X inside the bell jar to estimate the water vapor released by the plant.

在下部鐘形罩內，化學品 X 的質量增加得較多，表示那一側葉片的蒸騰速率較快。
In the lower bell jar, chemical X showed a greater increase in mass, indicating a higher transpiration rate on that side of the leaves.

因此，可以得出結論：葉片下表皮的氣孔比上表皮更多，從而導致蒸騰速率較高。
Therefore, the conclusion is that the lower epidermis of leaves has more stomata than the upper epidermis, leading to higher transpiration rates.

📌 考試提醒 (Exam Tips)

A 選項錯誤：實驗沒有測量根部吸水速率，不能推論。
Option A is wrong: the experiment did not measure root water absorption, so no conclusion can be drawn.

C 選項錯誤：蒸騰速率與呼吸或光合作用速率沒有直接關聯。
Option C is wrong: transpiration rate is not directly linked to respiration or photosynthesis rate.

D 選項錯誤：蒸騰與光合作用速率無法直接比較，題目也沒有涉及。
Option D is wrong: transpiration and photosynthesis cannot be directly compared, and the experiment did not address this.

所以，唯一正確的結論是 葉片下表皮氣孔較多 → 蒸騰速率較快。
Thus, the only correct conclusion is the lower epidermis has more stomata → transpiration rate is higher.",
1832,"📌 參考答案 (Suggested Answer)
答案：C。
Answer: C.

📌 詳細解釋 (Detailed Explanation)

題目指出生物 P 和 Q 在同一生境中，種群數目能夠長期同時增加。
The question states that organisms P and Q live in the same habitat, and their population sizes can both increase over time.

如果牠們是同一營養級或同一類捕食者，就會互相競爭，長期下其中一方會減少，不可能雙方都增長。
If they were at the same trophic level or the same type of predator, they would compete, and over time one would decline, making it impossible for both to increase simultaneously.

因此，最合理的解釋是他們佔據不同的生態位，避免了直接競爭。
Therefore, the most reasonable explanation is that they occupy different ecological niches, avoiding direct competition.

這意味著牠們可能利用不同食物資源，或在不同時間／地點活動。
This means they may exploit different food resources or be active at different times or habitats.

📌 考試提醒 (Exam Tips)

A 錯誤：異養生物是很廣義的描述，無法解釋種群數目同時增加。
A is incorrect: heterotrophs is too broad a description and does not explain simultaneous population increase.

B 錯誤：若是同一營養級的頂級掠食者，會互相競爭，數量不可能一起上升。
B is incorrect: if both were top predators at the same trophic level, they would compete and could not both increase in number.

D 錯誤：若只是不同捕食者，仍可能捕食相同獵物，所以解釋不夠充分。
D is incorrect: just being different predators may still involve hunting the same prey, so the explanation is insufficient.

C 正確：不同的生態位意味着資源利用差異，避免競爭，因此能長期共存並同時增加。
C is correct: different ecological niches imply resource partitioning, reducing competition, thus allowing long-term coexistence and simultaneous growth.",
1833,"📌 參考答案
B. 原生演替總是始於不毛之地，次生演替則不是。
B. Primary succession always begins on barren land, but secondary succession does not.

📌 詳細解釋 (Detailed Explanation)

1️⃣ 選項 A ❌
原生演替之後，不一定「總是」跟隨著次生演替。這說法錯誤。
Primary succession does not always have to be followed by secondary succession.

2️⃣ 選項 B ✅

原生演替：始於無生命、無土壤的荒蕪地（例如火山熔岩、新形成的裸岩）。
Primary succession: starts on lifeless, soil-free barren land (e.g., volcanic lava, new rock surfaces).

次生演替：發生於已有土壤或殘留植被的地區（例如火災後的草地、廢耕地）。
Secondary succession: occurs where soil or remnants of vegetation already exist (e.g., grassland after fire, abandoned farmland).

👉 所以只有 B 正確。

3️⃣ 選項 C ❌
無論是原生演替或次生演替，最終都有可能達到頂級群落（climax community），而不是只有次生演替才會。
Both primary and secondary succession can eventually reach a climax community, not just secondary succession.

4️⃣ 選項 D ❌
先鋒群落（pioneer communities）是 演替的開始階段，而非最終結果。
Pioneer communities are the beginning stage of succession, not the end.

📌 考試提醒 (Exam Tips)

原生演替 Primary succession

開始地點 Starting point: 無土壤（裸岩、火山熔岩） / without soil (bare rock, volcanic lava)
先鋒物種 Pioneer species: 地衣、苔蘚 / lichens, mosses
速度 Speed: 發展緩慢 / very slow development
次生演替 Secondary succession

開始地點 Starting point: 已有土壤（火災後的草地、廢耕地） / with pre‑existing soil (post‑fire grassland, abandoned farmland)
先鋒物種 Pioneer species: 草本植物、灌木 / herbaceous plants, shrubs
速度 Speed: 較快 / faster process
共同點 Common point

最終都可能達頂級群落（climax community） / both can eventually reach a climax community",
1834,"📌 參考答案
A. 只有 (1) 和 (2) 

📌 詳細解釋 (Detailed Explanation)

1️⃣ (1) 心臟的泵壓 / Pumping of the heart ✅

心臟的規律收縮提供推動血液的主要動力。
The rhythmic contractions of the heart provide the main driving force for blood flow.
2️⃣ (2) 大動脈血管壁具彈性 / Elasticity of arterial walls ✅

心臟收縮時，血液衝入大動脈，動脈壁因彈性而擴張。
During systole, blood is forced into the aorta, causing its elastic wall to expand.
心臟舒張時，動脈壁彈回，維持血流繼續前進。
During diastole, the aortic wall recoils, maintaining forward blood flow.
3️⃣ (3) 大動脈管壁肌肉層的收縮和放鬆 ❌

大動脈壁內雖然有平滑肌，但它的功能主要是調節血壓和分配血流，
而不是主動推動血液前進。
Although the aortic wall contains smooth muscle, its role is mainly to regulate blood pressure and distribute blood flow,
not to actively propel blood forward.
📌 考試提醒 (Exam Tips)

動脈推動血流的動力來源 Sources of arterial blood flow:

心臟泵壓 Heart pumping force
動脈彈性回彈 Elastic recoil of arteries
不是靠 Not by:
→ 動脈平滑肌主動收縮 / contraction of arterial smooth muscle

靜脈血回流的輔助因素 Venous return aids（區別常考！）

骨骼肌收縮 Skeletal muscle contraction
靜脈瓣 Venous valves
呼吸作用 changes in thoracic pressure during breathing",
1835,"📌 參考答案
D. 它泵出血液至肺動脈。
D. It pumps blood into the pulmonary artery.

📌 詳細解釋 (Detailed Explanation)

1️⃣ 先觀察心室厚度 (Ventricle wall thickness)
圖中標示的「空腔 X」其心室肌肉層比較薄 → 說明這是 右心室 (right ventricle)。
The cavity X has thinner ventricular wall → this indicates it is the right ventricle.

2️⃣ 右心室的功能 (Function of the right ventricle)

接收來自右心房的去氧血 (receives deoxygenated blood from right atrium)
將血液泵至 肺動脈 (pulmonary artery)，輸送至肺部進行氣體交換
Pumps blood into the pulmonary artery, sending it to the lungs for gas exchange
3️⃣ 逐一檢視選項 (Checking options one by one)

A. 它接收來自肺靜脈的血液。/ It receives blood from the pulmonary vein. ❌
→ 肺靜脈將含氧血流至 左心房，不是右心室。

B. 它泵出血液至大動脈。/ It pumps blood into the aorta. ❌
→ 大動脈連接的是 左心室。

C. 它接收來自大靜脈的血液。/ It receives blood from the vena cava. ❌
→ 大靜脈血液先流入 右心房，再進右心室，不是直接進入 X。

D. 它泵出血液至肺動脈。/ It pumps blood into the pulmonary artery. ✅
→ 正確，右心室的主要作用。

📌 考試提醒 (Exam Tips)

左心室 Left ventricle：心肌厚，將血泵入 大動脈 → 全身
Thick wall, pumps into aorta → whole body

右心室 Right ventricle：心肌薄，將血泵入 肺動脈 → 肺部
Thin wall, pumps into pulmonary artery → lungs

記憶小技巧：""Left = body, Right = lung (pulmonary)""
",
1836,"📌 參考答案
C. 在人體內，水分由組織液流至微血管
C. In the human body, water moves from tissue fluid into capillaries

📌 詳細解釋 (Detailed Explanation)

1️⃣ 選項 A ❌

水分沿著植物木質部的水柱上升 → 是「蒸騰拉力」(mechanical process, transpiration pull)，不是滲透作用。
Water moving upward in xylem is due to transpiration pull, a physical/mechanical process, not osmosis.
2️⃣ 選項 B ❌

水氣經氣孔離開植物 → 屬於蒸散作用 (diffusion of water vapor)，不是液態水透過選擇性膜的滲透作用。
Water vapor leaving via stomata = transpiration (diffusion), not osmosis.
3️⃣ 選項 C ✅

在靜脈端，血漿蛋白造成膠體滲透壓較高 → 組織液中的水會透過毛細血管壁回流。
At the venous end, plasma proteins create higher osmotic pressure → water moves from tissue fluid back into capillaries through osmosis.
👉 這正是滲透作用的典型例子。
👉 This is the classical example of osmosis.

4️⃣ 選項 D ❌

組織液進入淋巴管主要驅動力是組織液靜水壓 (hydrostatic pressure)，而非滲透作用。
Tissue fluid entering lymph vessels is mainly due to hydrostatic pressure, not osmosis.
📌 考試提醒 (Exam Tips)

滲透作用 Osmosis = 水分子由高水勢移動到低水勢，必須通過選擇性透膜 (semipermeable membrane)。
Water moves from high water potential to low water potential through a semipermeable membrane.

常見例子 Common examples

動物：組織液中的水 → 靜脈端毛細血管 (tissue fluid → capillaries, venous end)
植物：根毛細胞吸水 (root hair cells absorb water from soil)",
